Area Code,Area Name,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
44,Bahamas,2010,Exports FOB (millions of US dollars),G,,620,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2015,Exports FOB (millions of US dollars),G,,443,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2018,Exports FOB (millions of US dollars),G,,524,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2019,Exports FOB (millions of US dollars),G,,550,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2020,Exports FOB (millions of US dollars),G,,410,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,1995,Balance imports/exports (millions of US dollars),G,,"-1,067",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2005,Balance imports/exports (millions of US dollars),G,,"-2,296",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2010,Balance imports/exports (millions of US dollars),G,,"-2,242",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2015,Balance imports/exports (millions of US dollars),G,,"-2,719",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2018,Balance imports/exports (millions of US dollars),G,,"-3,000",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2019,Balance imports/exports (millions of US dollars),G,,"-2,823",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
44,Bahamas,2020,Balance imports/exports (millions of US dollars),G,,"-2,380",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,1995,Imports CIF (millions of US dollars),G,,"3,679",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2005,Imports CIF (millions of US dollars),G,,"9,339",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2010,Imports CIF (millions of US dollars),G,,"16,002",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2015,Imports CIF (millions of US dollars),G,,"16,390",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2018,Imports CIF (millions of US dollars),G,,"20,598",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2019,Imports CIF (millions of US dollars),G,,"18,680",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2020,Imports CIF (millions of US dollars),G,,"14,193",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,1995,Exports FOB (millions of US dollars),G,,"3,475",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2005,Exports FOB (millions of US dollars),G,,"10,239",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2010,Exports FOB (millions of US dollars),G,,"16,059",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2015,Exports FOB (millions of US dollars),G,,"13,882",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2018,Exports FOB (millions of US dollars),G,,"14,348",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2019,Exports FOB (millions of US dollars),G,,"14,355",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2020,Exports FOB (millions of US dollars),G,,"14,066",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,1995,Balance imports/exports (millions of US dollars),G,,-204,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2005,Balance imports/exports (millions of US dollars),G,,899,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2010,Balance imports/exports (millions of US dollars),G,,58,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2015,Balance imports/exports (millions of US dollars),G,,"-2,508",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2018,Balance imports/exports (millions of US dollars),G,,"-6,250",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2019,Balance imports/exports (millions of US dollars),G,,"-4,325",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
48,Bahrain,2020,Balance imports/exports (millions of US dollars),G,,-127,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,1995,Imports CIF (millions of US dollars),G,,"5,438",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2005,Imports CIF (millions of US dollars),G,,"12,631",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2010,Imports CIF (millions of US dollars),G,,"30,504",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2015,Imports CIF (millions of US dollars),G,,"48,059",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2018,Imports CIF (millions of US dollars),G,,"55,368",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2019,Imports CIF (millions of US dollars),G,,"55,019",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2020,Imports CIF (millions of US dollars),G,,"45,777",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,1995,Exports FOB (millions of US dollars),G,,"3,407",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2005,Exports FOB (millions of US dollars),G,,"9,332",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2010,Exports FOB (millions of US dollars),G,,"19,231",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2015,Exports FOB (millions of US dollars),G,,"31,734",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2018,Exports FOB (millions of US dollars),G,,"33,634",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2019,Exports FOB (millions of US dollars),G,,"35,919",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2020,Exports FOB (millions of US dollars),G,,"30,768",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,1995,Balance imports/exports (millions of US dollars),G,,"-2,031",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2005,Balance imports/exports (millions of US dollars),G,,"-3,299",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2010,Balance imports/exports (millions of US dollars),G,,"-11,273",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2015,Balance imports/exports (millions of US dollars),G,,"-16,325",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2018,Balance imports/exports (millions of US dollars),G,,"-21,734",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2019,Balance imports/exports (millions of US dollars),G,,"-19,100",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
50,Bangladesh,2020,Balance imports/exports (millions of US dollars),G,,"-15,009",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
52,Barbados,1995,Imports CIF (millions of US dollars),G,,766,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
52,Barbados,2005,Imports CIF (millions of US dollars),G,,"1,672",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
52,Barbados,2010,Imports CIF (millions of US dollars),G,,"1,196",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
52,Barbados,2015,Imports CIF (millions of US dollars),G,,"1,618",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
52,Barbados,2018,Imports CIF (millions of US dollars),G,,"1,600",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
52,Barbados,2019,Imports CIF (millions of US dollars),G,,"1,581",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
52,Barbados,2020,Imports CIF (millions of US dollars),G,,"1,501",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
52,Barbados,1995,Exports FOB (millions of US dollars),G,,238,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
52,Barbados,2005,Exports FOB (millions of US dollars),G,,361,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
